Date,Observer,Group,Focal_ID,Focal_Fatness,Time,minutes,EA ,FO,TR,RE,SO,AM,AF,JV,AL,Notes,,,,,,,,,
7/28/23,Jacob,B,AM,3,10:41 AM,8,0.380,0.500,0.130,0.000,0.000,0.750,0.000,0.000,0.250,"NN AM is grade 1, eating and foraging anajá",,,,,,,,,
7/28/23,Jacob,B,AM,3,9:19 AM,6,0.000,0.330,0.000,0.330,0.330,0.000,1.000,0.000,0.000,"SO = pursuing female, NN is AF 6 for 5 of them",,,,,,,,,
7/28/23,Jilly,B,AM,3,9:43 AM,7,0.430,0.140,0.000,0.290,0.140,0.140,0.860,0.000,0.000,,,,,,,,,,
7/28/23,Jilly,B,AM,3,9:54 AM,6,0.170,0.330,0.330,0.170,0.000,0.000,0.330,0.000,0.670,,,,,,,,,,
8/3/23,Jacob,B,AM,3,11:33 AM,6,0.000,0.500,0.000,0.500,0.000,0.830,0.000,0.000,0.170,"NN AM is grade 2 for four of them and grade 1 for one, foraging anajá",,,,,,,,,
8/9/23,Jilly,B,AM,3,9:03 AM,6,0.170,0.500,0.330,0.000,0.000,0.000,0.500,0.000,0.500,,,,,,,,,,
7/19/24,Vanessa,B,AM9,3,9:26 AM,8,0.380,0.250,0.130,0.250,0.000,0.000,0.000,0.500,0.500,,,,,,,,,,
7/19/24,Vanessa,B,AM1,3,10:46 AM,6,0.000,0.000,0.670,0.330,0.000,0.000,0.330,0.170,0.500,AF5,,,,,,,,,
7/26/24,Vanessa,B,AM9,3,10:19 AM,10,0.000,0.000,0.800,0.200,0.000,0.000,0.400,0.200,0.400,"AF24, AF8, AF1",,,,,,,,,
7/28/24,Vanessa ,B,AM6,3,10:04 AM,9,0.220,0.000,0.330,0.440,0.000,0.000,0.110,0.220,0.670,,,,,,,,,,
7/28/24,Vanessa ,B,AM,3,10:38 AM,10,0.100,0.300,0.500,0.100,0.000,0.000,0.200,0.100,0.700,AF23,,,,,,,,,
7/30/24,Vanessa,B,AM6,3,10:19 AM,10,0.000,0.000,0.700,0.200,0.100,0.100,0.900,0.000,0.000,"AF= NC, AM1 Grade 3",,,,,,,,,
7/30/24,Vanessa,B,AM1,3,10:32 AM,10,0.000,0.100,0.300,0.300,0.300,0.000,0.700,0.000,0.300,,,,,,,,,,
7/30/24,Vanessa,B,AM,3,10:57 AM,7,0.140,0.000,0.570,0.290,0.000,0.000,0.000,0.000,1.000,,,,,,,,,,
7/30/24,Vanessa,B,AM9,3,11:08 AM,10,0.000,0.000,0.700,0.300,0.000,0.100,0.200,0.000,0.700,"AF1, AM6 NC holes",,,,,,,,,
8/3/24,Vanessa,B,AM1,3,10:58 AM,7,0.000,0.000,0.290,0.710,0.000,0.000,0.290,0.140,0.570,AF3,,,,,,,,,
8/3/24,Vanessa,B,AM6,3,11:21 AM,7,0.000,0.000,0.570,0.430,0.000,0.000,0.570,0.000,0.430,AF3 & AF8,,,,,,,,,
8/6/24,Vanessa,B,AM5,3,9:42 AM,10,0.000,0.200,0.300,0.500,0.000,0.000,0.100,0.000,0.900,,,,,,,,,,
7/25/24,Anita,B,AM1,3,9:24 AM,6,0.000,0.330,0.500,0.170,0.000,0.000,1.000,0.000,0.000,AF3,,,,,,,,,
7/24/24,Landon,B,AM1,3,8:55 AM,5,0.000,0.000,0.800,0.200,0.000,0.000,1.000,0.000,0.000,"in between focals,he tried to grab her, she moved away slightly, he did a branch sniff",,,,,,,,,
7/24/24,Landon,B,AM9,3,9:01 AM,10,0.300,0.000,0.200,0.500,0.000,0.000,0.000,0.000,1.000,"traveling, pausing to look behind him, then continuing on…",,,,,,,,,
7/24/24,Landon,B,AM6,3,11:14 AM,7,0.286,0.000,0.571,0.143,0.000,0.000,0.000,0.000,1.000,"eating grasshopper like icecream, patch of fur, ""shaved"" on left side of back",,,,,,,,,
7/25/24,Landon,B,AM,3,9:53 AM,8,0.000,0.000,0.875,0.125,0.000,0.000,0.125,0.000,0.875,,,,,,,,,,
7/25/24,Landon,B,AM1,3,10:07 AM,6,0.000,0.000,0.500,0.333,0.167,0.000,0.167,0.167,0.667,"AF3, watching j and AF at anaja, grabbed tail of female and PU in between minute marks, vocalizing",,,,,,,,,
7/25/24,Landon,B,AM6,3,10:45 AM,5,0.000,0.000,0.600,0.400,0.000,0.000,0.400,0.000,0.600,,,,,,,,,,
7/26/24,Landon,B,AM,3,10:18 AM,10,0.000,0.100,0.500,0.400,0.000,0.000,0.400,0.000,0.600,,,,,,,,,,
7/27/24,Landon,B,AM1,3,10:28 AM,6,0.167,0.000,0.500,0.333,0.000,0.000,0.333,0.000,0.667,,,,,,,,,,
7/27/24,Landon,B,AM9,3,11:27 AM,5,0.000,0.400,0.200,0.400,0.000,0.000,0.000,0.000,1.000,,,,,,,,,,
7/29/24,Landon,B,AM1,3,8:04 AM,10,0.000,0.200,0.300,0.500,0.000,0.000,0.400,0.000,0.600,"vocalizing at each other, on the ground, way up in the trees",,,,,,,,,
7/29/24,Landon,B,AM6,3,11:15 AM,9,0.000,0.111,0.333,0.000,0.556,,0.778,0.111,0.111,"AF8, CS, napping with AF8, nudging.. Cuddling?? eyes closed",,,,,,,,,
8/1/24,Landon,B,AM1,3,9:37 AM,9,0.111,0.222,0.444,0.222,0.000,0.111,0.333,0.111,0.444,"AF,AF5,AF7.",AM G3,"anaja, jv hissing threat, AM1 male up in a tree, nc male w/ a female below, no social interaction",,,,,,,
7/23/24,Bella,B,AM6,3,9:32 AM,5,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.200,0.800,,,,,,,,,,
7/23/24,Bella,B,AM9,3,10:29 AM,6,0.000,0.000,0.500,0.500,0.000,0.000,0.170,0.000,0.830,,,,,,,,,,
7/26/24,Bella,B,AM6,3,10:29 AM,7,0.000,0.000,0.430,0.570,0.000,0.000,0.140,0.290,0.570,,,,,,,,,,
7/26/24,Bella,B,AM,3,11:18 AM,10,0.000,0.000,1.000,0.000,0.000,0.000,0.300,0.100,0.600,,,,,,,,,,
7/26/24,Bella,B,AM1,3,1:14 PM,8,0.000,0.000,0.630,0.370,0.000,0.000,0.250,0.130,0.630,,,,,,,,,,
7/28/24,Bella,B,AM9,3,9:59 AM,10,0.000,0.100,0.400,0.500,0.000,0.000,0.100,0.000,0.900,,,,,,,,,,
7/28/24,Bella,B,AM1,3,10:51 AM,10,0.000,0.000,0.900,0.000,0.100,0.000,1.000,0.000,0.000,,,,,,,,,,
8/3/24,Bella,B,AM9,3,9:57 AM,9,0.000,0.000,0.440,0.560,0.000,0.000,0.000,0.000,1.000,,,,,,,,,,
8/3/24,Bella,B,AM,3,10:25 AM,8,0.250,0.000,0.750,0.000,0.000,0.000,0.250,0.000,0.750,,,,,,,,,,
8/6/24,Bella,B,AM9,3,10:22 AM,7,0.000,0.000,0.710,0.290,0.000,0.000,0.000,0.000,1.000,,,,,,,,,,
8/6/24,Bella,B,AM1,3,11:19 AM,7,0.290,0.000,0.290,0.430,0.000,0.000,0.430,0.430,0.140,,,,,,,,,,
7/3/24,Landon,A,AF14,,9:40 AM,8,0.125,0.375,0.250,0.250,0.000,0.000,0.000,0.625,0.375,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
